QCod,QKateg,QPag,QLang,QLect,QPhoto,QSound,QBook
113,1,9,1,"Ποιά είναι η ανώτατη ταχύτητα εκτός κατοικημένης περιοχής που επιβάλλει η πινακίδα αυτή:","C104","SQ-113","ΣΗΜΑΝΣΗ 104"
114,1,8,1,"Πώς συμπεριφέρεσθε βλέποντας αυτό το σήμα:","C105","SQ-114","ΣΗΜΑΝΣΗ 105"
115,1,4,1,"Πώς ενεργείτε βλέποντας  το σήμα αυτό:","C106","SQ-115","ΣΗΜΑΝΣΗ 106"
116,1,8,1,"Κινείσθε σε αυτοκινητόδρομο, εμπρός από ένα εργοτάξιο και συναντάτε αυτό το σήμα. Τι πρέπει να περιμένετε:","C107","SQ-116","ΣΗΜΑΝΣΗ 107"
117,1,6,1,"Ποιά είναι η σημασία του σήματος αυτού:","C108","SQ-223","ΣΗΜΑΝΣΗ 108"
118,1,5,1,"Ποιά είναι η σημασία του σήματος αυτού:","C109","SQ-223","ΣΗΜΑΝΣΗ 109"
119,1,9,1,"Ποιά είναι η σημασία του σήματος αυτού:","C110","SQ-223","ΣΗΜΑΝΣΗ 110"
120,1,10,1,"Τι υποδεικνύει το σήμα αυτό:","C112","SQ-120","ΣΗΜΑΝΣΗ 112"
121,1,10,1,"Ποιά είναι η σημασία του σήματος αυτού:","C113","SQ-223","ΣΗΜΑΝΣΗ 113"
122,1,9,1,"Ποιά οχήματα επιτρέπεται να χρησιμοποιούν τη δεξιά λωρίδα κυκλοφορίας:","C114","SQ-122","ΣΗΜΑΝΣΗ 114"
123,1,4,1,"Ποιά είναι η σημασία του σήματος αυτού:","C115","SQ-223","ΣΗΜΑΝΣΗ 115"
124,1,8,1,"Ποιά είναι η σημασία του σήματος αυτού:","C116","SQ-223","ΣΗΜΑΝΣΗ 116"
125,1,8,1,"Ποιά είναι η σημασία του σήματος αυτού:","C117","SQ-223","ΣΗΜΑΝΣΗ 117"
126,1,3,1,"Ποιά είναι η σημασία του σήματος αυτού:","C118","SQ-223","ΣΗΜΑΝΣΗ 118"
127,1,6,1,"Ποια οχήματα απαγορεύεται να εισέλθουν σε μία οδό με αυτήν τη σήμανση:","C119","SQ-127","ΣΗΜΑΝΣΗ 119"
128,1,6,1,"Ποιά είναι η σημασία του σήματος αυτού:","C120","SQ-223","ΣΗΜΑΝΣΗ 120"
129,1,6,1,"Ποιά είναι η σημασία του σήματος αυτού:","C121","SQ-223","ΣΗΜΑΝΣΗ 121"
130,1,10,1,"Ποια λωρίδα κυκλοφορίας θα επιλέξετε προκειμένου να στρίψετε αριστερά:","C122","SQ-130","ΣΗΜΑΝΣΗ 122"
131,1,10,1,"Ποιά είναι η σημασία του σήματος αυτού:","C123","SQ-223","ΣΗΜΑΝΣΗ 123"
132,1,9,1,"Ποιά είναι η σημασία του σήματος αυτού:","C124","SQ-223","ΣΗΜΑΝΣΗ 124"
133,1,12,1,"Ο φωτεινός σηματοδότης δείχνει κόκκινο φως και δίπλα ανάβει πράσινο βέλος. Τι σημαίνει αυτό:","C125","SQ-133","ΣΗΜΑΝΣΗ 125"
134,1,4,1,"Ποιά είναι η σημασία του σήματος αυτού:","C126","SQ-223","ΣΗΜΑΝΣΗ 126"
135,1,10,1,"Ποιά είναι η σημασία του σήματος αυτού:","C127","SQ-223","ΣΗΜΑΝΣΗ 127"
136,1,5,1,"Ποιά είναι η σημασία του σήματος αυτού:","C128","SQ-223","ΣΗΜΑΝΣΗ 128"
137,1,6,1,"Ποια οχήματα απαγορεύεται να εισέλθουν σε μία οδό με αυτήν τη σήμανση:","C129","SQ-137","ΣΗΜΑΝΣΗ 129"
138,1,6,1,"Ποιά είναι η σημασία του σήματος αυτού:","C130","SQ-223","ΣΗΜΑΝΣΗ 130"
139,1,10,1,"Θέλοντας να κατευθυνθείτε προς Οίτυλο, πώς θα ενεργήσετε βλέποντας αυτήν την πινακίδα:","C131","SQ-139","ΣΗΜΑΝΣΗ 131"
140,1,10,1,"Ποιά είναι η σημασία του σήματος αυτού:","C132","SQ-223","ΣΗΜΑΝΣΗ 132"
141,1,10,1,"Ποιά είναι η σημασία του σήματος αυτού:","C133","SQ-223","ΣΗΜΑΝΣΗ 133"
142,1,8,1,"Πώς συμπεριφέρεσθε βλέποντας αυτό το σήμα:","C134","SQ-142","ΣΗΜΑΝΣΗ 134"
143,1,8,1,"Πώς κινείσθε βλέποντας αυτό το σήμα:","C135","SQ-143","ΣΗΜΑΝΣΗ 135"
144,1,8,1,"Ποιά είναι η σημασία του σήματος αυτού:","C136","SQ-223","ΣΗΜΑΝΣΗ 136"
145,1,6,1,"Για ποια οχήματα ισχύει η απόσταση ασφαλείας των 70 μέτρων που καθορίζει το σήμα αυτό:","C137","SQ-145","ΣΗΜΑΝΣΗ 137"
146,1,6,1,"Ποιά είναι η σημασία του σήματος αυτού:","C138","SQ-223","ΣΗΜΑΝΣΗ 138"
147,1,6,1,"Ποιά είναι η σημασία του σήματος αυτού:","C139","SQ-223","ΣΗΜΑΝΣΗ 139"
148,1,10,1,"Θέλοντας να κατευθυνθείτε προς Ηράκλειο, πώς θα ενεργήσετε βλέποντας αυτήν την πινακίδα:","C140","SQ-148","ΣΗΜΑΝΣΗ 140"
149,1,10,1,"Ποιά είναι η σημασία του σήματος αυτού:","C141","SQ-223","ΣΗΜΑΝΣΗ 141"
150,1,10,1,"Πόσες λωρίδες κυκλοφορίας έχει στην πινακίδα αυτή το αντίθετο ρεύμα κυκλοφορίας:","C142","SQ-150","ΣΗΜΑΝΣΗ 142"
151,1,8,1,"Ποιά είναι η σημασία του σήματος αυτού:","C143","SQ-223","ΣΗΜΑΝΣΗ 143"
152,1,8,1,"Τι δείχνει το σήμα αυτό:","C144","SQ-152","ΣΗΜΑΝΣΗ 144"
153,1,5,1,"Ποιά είναι η σημασία του σήματος αυτού:","C145","SQ-223","ΣΗΜΑΝΣΗ 145"
154,1,7,1,"Ποια κατεύθυνση πορείας έχει προτεραιότητα:","C146","SQ-154","ΣΗΜΑΝΣΗ 146"
155,1,10,1,"Ποιά είναι η σημασία του σήματος αυτού:","C147","SQ-223","ΣΗΜΑΝΣΗ 147"
156,1,10,1,"Ποιά είναι η σημασία του σήματος αυτού:","C148","SQ-223","ΣΗΜΑΝΣΗ 148"
157,1,3,1,"Πώς συμπεριφέρεσθε βλέποντας αυτό το σήμα:","C149","SQ-157","ΣΗΜΑΝΣΗ 149"
158,1,6,1,"Πώς συμπεριφέρεσθε βλέποντας αυτό το σήμα:","C150","SQ-158","ΣΗΜΑΝΣΗ 150"
159,1,3,1,"Ποιά είναι η σημασία του σήματος αυτού:","C151","SQ-223","ΣΗΜΑΝΣΗ 151"
160,1,6,1,"Ποιά είναι η σημασία του σήματος αυτού:","C152","SQ-223","ΣΗΜΑΝΣΗ 152"
161,1,6,1,"Ποιά είναι η σημασία του σήματος αυτού:","C153","SQ-223","ΣΗΜΑΝΣΗ 153"
162,1,10,1,"Τι υποδεικνύει το σήμα αυτό:","C154","SQ-162","ΣΗΜΑΝΣΗ 154"
163,1,10,1,"Ποιά είναι η σημασία του σήματος αυτού:","C155","SQ-223","ΣΗΜΑΝΣΗ 155"
164,1,10,1,"Ποιά είναι η σημασία του σήματος αυτού:","C156","SQ-223","ΣΗΜΑΝΣΗ 156"
165,1,8,1,"Πώς συμπεριφέρεσθε βλέποντας αυτό το σήμα:","C157","SQ-165","ΣΗΜΑΝΣΗ 157"
166,1,8,1,"Ποιά είναι η σημασία του σήματος αυτού:","C158","SQ-223","ΣΗΜΑΝΣΗ 158"
167,1,6,1,"Πώς συμπεριφέρεσθε βλέποντας αυτό το σήμα:","C159","SQ-167","ΣΗΜΑΝΣΗ 159"
168,1,6,1,"Ποιά είναι η σημασία του σήματος αυτού:","C160","SQ-223","ΣΗΜΑΝΣΗ 160"
169,1,6,1,"Ποιά είναι η σημασία του σήματος αυτού:","C161","SQ-223","ΣΗΜΑΝΣΗ 161"
170,1,10,1,"Τι υποδεικνύει το σήμα αυτό:","C162","SQ-170","ΣΗΜΑΝΣΗ 162"
171,1,10,1,"Ποιά είναι η σημασία του σήματος αυτού:","C163","SQ-223","ΣΗΜΑΝΣΗ 163"
172,1,10,1,"Ποιά είναι η σημασία του σήματος αυτού:","C164","SQ-223","ΣΗΜΑΝΣΗ 164"
173,1,8,1,"Ποιά είναι η σημασία του σήματος αυτού:","C165","SQ-223","ΣΗΜΑΝΣΗ 165"
174,1,10,1,"Ποιά είναι η σημασία του σήματος αυτού:","C166","SQ-223","ΣΗΜΑΝΣΗ 166"
175,1,3,1,"Ποιά είναι η σημασία του σήματος αυτού:","C167","SQ-223","ΣΗΜΑΝΣΗ 167"
176,1,6,1,"Τι πρέπει να κάνετε βλέποντας αυτό το σήμα:","C169","SQ-176","ΣΗΜΑΝΣΗ 169"
177,1,6,1,"Ποιά είναι η σημασία του σήματος αυτού:","C170","SQ-223","ΣΗΜΑΝΣΗ 170"
178,1,10,1,"Τι υποδεικνύει το σήμα αυτό:","C171","SQ-178","ΣΗΜΑΝΣΗ 171"
179,1,10,1,"Ποιά είναι η σημασία του σήματος αυτού:","C172","SQ-223","ΣΗΜΑΝΣΗ 172"
180,1,10,1,"Ποιά είναι η σημασία του σήματος αυτού:","C173","SQ-223","ΣΗΜΑΝΣΗ 173"
181,1,8,1,"Ποιά είναι η σημασία του σήματος αυτού:","C174","SQ-223","ΣΗΜΑΝΣΗ 174"
182,1,6,1,"Ποιά είναι η σημασία του σήματος αυτού:","C175","SQ-223","ΣΗΜΑΝΣΗ 175"
183,1,6,1,"Ποιες απαγορέυσεις παύουν να ισχύουν με αυτό το σήμα:","C176","SQ-183","ΣΗΜΑΝΣΗ 176"
184,1,6,1,"Ποιά είναι η σημασία του σήματος αυτού:","C177","SQ-223","ΣΗΜΑΝΣΗ 177"
185,1,6,1,"Ποιά είναι η σημασία του σήματος αυτού:","C178","SQ-223","ΣΗΜΑΝΣΗ 178"
186,1,10,1,"Ποιά είναι η σημασία του σήματος αυτού:","C179","SQ-223","ΣΗΜΑΝΣΗ 179"
187,1,10,1,"Ποιά είναι η σημασία του σήματος αυτού:","C180","SQ-223","ΣΗΜΑΝΣΗ 180"
188,1,8,1,"Ποιά είναι η σημασία του σήματος αυτού:","C181","SQ-223","ΣΗΜΑΝΣΗ 181"
189,1,3,1,"Τι πρέπει να κάνετε βλέποντας αυτό το σήμα πριν από διασταύρωση:","C182","SQ-189","ΣΗΜΑΝΣΗ 182"
190,1,6,1,"Ποιες απαγορεύσεις παύουν να ισχύουν με αυτό το σήμα:","C183","SQ-190","ΣΗΜΑΝΣΗ 183"
191,1,6,1,"Ποιά είναι η σημασία του σήματος αυτού:","C184","SQ-223","ΣΗΜΑΝΣΗ 184"
192,1,6,1,"Ποιά είναι η σημασία του σήματος αυτού:","C185","SQ-223","ΣΗΜΑΝΣΗ 185"
193,1,10,1,"Ποιά είναι η σημασία του σήματος αυτού:","C186","SQ-223","ΣΗΜΑΝΣΗ 186"
194,1,10,1,"Ποιά είναι η σημασία του σήματος αυτού:","C187","SQ-223","ΣΗΜΑΝΣΗ 187"
195,1,10,1,"Ποιά είναι η σημασία του σήματος αυτού:","C188","SQ-223","ΣΗΜΑΝΣΗ 188"
196,1,8,1,"Ποιά είναι η σημασία του σήματος αυτού:","C189","SQ-223","ΣΗΜΑΝΣΗ 189"
197,1,8,1,"Ποιά είναι η σημασία του σήματος αυτού:","C190","SQ-223","ΣΗΜΑΝΣΗ 190"
198,1,11,1,"Ποιά είναι η σημασία του σήματος αυτού:","C191","SQ-223","ΣΗΜΑΝΣΗ 191"
199,1,12,1,"Ποιά είναι η σημασία του σήματος αυτού:","C192","SQ-223","ΣΗΜΑΝΣΗ 192"
200,1,5,1,"Ποιά είναι η σημασία του σήματος αυτού:","C193","SQ-223","ΣΗΜΑΝΣΗ 193"
201,1,6,1,"Τι πρέπει να κάνετε βλέποντας αυτό το σήμα:","C194","SQ-201","ΣΗΜΑΝΣΗ 194"
202,1,4,1,"Πώς ενεργείτε βλέποντας αυτό το σήμα:","C195","SQ-202","ΣΗΜΑΝΣΗ 195"
203,1,11,1,"Ποιά είναι η σημασία του σήματος αυτού:","C196","SQ-223","ΣΗΜΑΝΣΗ 196"
204,1,7,1,"Ποιες απαγορεύσεις παύουν να ισχύουν με αυτό το σήμα:","C197","SQ-204","ΣΗΜΑΝΣΗ 197"
205,1,11,1,"Ποιά είναι η σημασία του σήματος αυτού:","C198","SQ-223","ΣΗΜΑΝΣΗ 198"
206,1,8,1,"Ποιά είναι η σημασία του σήματος αυτού:","C199","SQ-223","ΣΗΜΑΝΣΗ 199"
207,1,7,1,"Ποιά είναι η σημασία του σήματος αυτού:","C200","SQ-223","ΣΗΜΑΝΣΗ 200"
208,1,11,1,"Ποιά είναι η σημασία του σήματος αυτού:","C201","SQ-223","ΣΗΜΑΝΣΗ 201"
209,1,11,1,"Ποιά είναι η σημασία του σήματος αυτού:","C202","SQ-223","ΣΗΜΑΝΣΗ 202"
210,1,11,1,"Ποιά είναι η σημασία του σήματος αυτού:","C203","SQ-223","ΣΗΜΑΝΣΗ 203"
211,1,11,1,"Ποιά είναι η σημασία του σήματος αυτού:","C204","SQ-223","ΣΗΜΑΝΣΗ 204"
212,1,11,1,"Ποιά είναι η σημασία του σήματος αυτού:","C205","SQ-223","ΣΗΜΑΝΣΗ 205"
213,1,12,1,"Ο φωτεινός σηματοδότης δείχνει πράσινο φως. Προς ποια κατεύθυνση επιτρέπεται η συνέχιση της πορείας:","C206","SQ-213","ΣΗΜΑΝΣΗ 206"
214,1,7,1,"Ποια κατεύθυνση πορείας έχει προτεραιότητα:","C207","SQ-214","ΣΗΜΑΝΣΗ 207"
215,1,11,1,"Ποιά είναι η σημασία του σήματος αυτού:","C208","SQ-223","ΣΗΜΑΝΣΗ 208"
216,1,11,1,"Ποιά είναι η σημασία του σήματος αυτού:","C209","SQ-223","ΣΗΜΑΝΣΗ 209"
217,1,11,1,"Πού πρέπει να αναμένετε ότι θα δείτε την πινακίδα αυτή:","C210","SQ-217","ΣΗΜΑΝΣΗ 210"
218,1,7,1,"Ποιά είναι η σημασία του σήματος αυτού:","C211","SQ-223","ΣΗΜΑΝΣΗ 211"
219,1,11,1,"Ποιά είναι η σημασία του σήματος αυτού:","C212","SQ-223","ΣΗΜΑΝΣΗ 212"
220,1,11,1,"Ποιά είναι η σημασία του σήματος αυτού:","C213","SQ-223","ΣΗΜΑΝΣΗ 213"
221,1,11,1,"Ποιά είναι η σημασία του σήματος αυτού:","C214","SQ-223","ΣΗΜΑΝΣΗ 214"
222,1,11,1,"Ποιά είναι η σημασία του σήματος αυτού:","C215","SQ-223","ΣΗΜΑΝΣΗ 215"
223,1,8,1,"Ποιά είναι η σημασία του σήματος αυτού:","C216","SQ-223","ΣΗΜΑΝΣΗ 216"
224,1,7,1,"Ποιά είναι η σημασία του σήματος αυτού:","C217","SQ-223","ΣΗΜΑΝΣΗ 217"
225,1,11,1,"Ποιά είναι η σημασία του σήματος αυτού:","C218","SQ-223","ΣΗΜΑΝΣΗ 218"
226,1,11,1,"Που συναντάτε αυτήν την πινακίδα:","C220","SQ-226","ΣΗΜΑΝΣΗ 220"
227,1,7,1,"Ποιά είναι η σημασία του σήματος αυτού:","C221","SQ-223","ΣΗΜΑΝΣΗ 221"
228,1,11,1,"Ποιά είναι η σημασία του σήματος αυτού:","C222","SQ-223","ΣΗΜΑΝΣΗ 222"
229,1,11,1,"Ποιά είναι η σημασία της πινακίδας αυτής:","C223","SQ-244","ΣΗΜΑΝΣΗ 223"
230,1,4,1,"Πώς οδηγείτε αν συναντήσετε την πινακίδα αυτή:","C224","SQ-230","ΣΗΜΑΝΣΗ 224"
231,1,11,1,"Σταθμεύετε το αυτοκίνητό σας σε περιοχές που συναντάτε αυτήν την πινακίδα:","C225","SQ-231","ΣΗΜΑΝΣΗ 225"
232,1,11,1,"Ποιά είναι η σημασία της πινακίδας αυτής:","C226","SQ-244","ΣΗΜΑΝΣΗ 226"
233,1,4,1,"Αν συναντήσετε την πινακίδα αυτή, για τι πρέπει να προετοιμάζεστε:","C227","SQ-233","ΣΗΜΑΝΣΗ 227"
234,1,200,1,"Αν παραβείτε τα σήματα του Σχολικού Τροχονόμου, ποιες είναι οι κυρώσεις που σας επιβάλλονται:","C228","SQ-234","ΣΗΜΑΝΣΗ 228"
235,1,4,1,"Ποιά είναι η σημασία της πινακίδας αυτής:","C229","SQ-244","ΣΗΜΑΝΣΗ 229"
236,1,11,1,"Σε ποια σημεία του οδικού δικτύου μπορεί να συναντήσετε αυτήν την πινακίδα:","C230","SQ-236","ΣΗΜΑΝΣΗ 230"
237,1,11,1,"Ποιά είναι η σημασία της πινακίδας αυτής:","C231","SQ-244","ΣΗΜΑΝΣΗ 231"
238,1,11,1,"Ποιά είναι η σημασία της πινακίδας αυτής:","C232","SQ-244","ΣΗΜΑΝΣΗ 232"
239,1,11,1,"Ποιά είναι η σημασία της πινακίδας αυτής:","C233","SQ-244","ΣΗΜΑΝΣΗ 233"
240,1,11,1,"Ποιά είναι η σημασία της πινακίδας αυτής:","C234","SQ-244","ΣΗΜΑΝΣΗ 234"
241,1,11,1,"Ποιά είναι η σημασία της πινακίδας αυτής:","C235","SQ-244","ΣΗΜΑΝΣΗ 235"
242,1,7,1,"Ποιά είναι η σημασία της πινακίδας αυτής:","C236","SQ-244","ΣΗΜΑΝΣΗ 236"
243,1,7,1,"Ποιά είναι η σημασία της πινακίδας αυτής:","C237","SQ-244","ΣΗΜΑΝΣΗ 237"
