AQCod,AAA,ALect,ACorr,ASound
108,2,"Απαγορεύεται η είσοδος σε αγροτικά μηχανήματα.",1,"SA-108-2"
108,3,"Οδός αποκλειστικής κινήσεως αγροτικών μηχανημάτων.",0,"SA-108-3"
109,1,"Απαγορεύεται η διέλευση χωρίς στάση προ του σταθμού Διοδίων.",1,"SA-109-1"
109,2,"Απαγορεύεται η είσοδος στο σταθμό Διοδίων.",0,"SA-109-2"
109,3,"Απαγορεύεται η στάθμευση στους διαδρόμους σταθμού Διοδίων.",0,"SA-109-3"
110,1,"Απαγορεύεται η στάθμευση.",0,"SA-110-1"
110,2,"Απαγορεύεται η στάση και η στάθμευση.",0,"SA-110-2"
110,3,"Περιοχή σταθμεύσεως περιορισμένης χρονικής διάρκειας.",1,"SA-110-3"
111,1,"Ορεινή οδός ανοικτή ή κλειστή ανάλογα με τις ενδείξεις μέσα στα πλαίσια 1, 2, 3, της πινακίδας.",1,"SA-111-1"
111,2,"Κατεύθυνση προς Κατάρα.",0,"SA-111-2"
111,3,"Έξοδος από την περιοχή της Κατάρας.",0,"SA-111-3"
112,1,"Αγροτικό Ιατρείο.",0,"SA-84-1"
112,2,"Πρατήριο καυσίμων.",1,"SA-112-2"
112,3,"Αεροδρόμιο.",0,"SA-219-1"
113,1,"50 km/h.",0,"SA-369-1"
113,2,"90 km/h.",1,"SA-373-3"
113,3,"120 km/h.",0,"SA-376-2"
114,1,"Επιταχύνετε.",0,"SA-114-1"
114,2,"Κατεβάζετε ταχύτητα.",1,"SA-114-2"
114,3,"Φρενάρετε.",0,"SA-350-1"
115,1,"Αποφεύγετε απότομο φρενάρισμα.",1,"SA-115-1"
115,2,"Κινείσθε στο αριστερό μέρος του δρόμου.",0,"SA-115-2"
115,3,"Αυξάνετε την ταχύτητα του αυτοκινήτου.",0,"SA-115-3"
116,1,"Μεταφορά του ρεύματος κυκλοφορίας σας σε δρόμο διπλής κυκλοφορίας.",1,"SA-116-1"
116,2,"Θάμβωση λόγω της αντίθετης κυκλοφορίας τη νύκτα.",0,"SA-116-2"
116,3,"Προτεραιότητα της αντίθετης κυκλοφορίας.",0,"SA-116-3"
117,1,"Απαγορεύεται η είσοδος σε φορτηγά οχήματα.",1,"SA-117-1"
117,2,"Απαγορεύεται η είσοδος σε όλα τα μηχανοκίνητα οχήματα.",0,"SA-117-2"
117,3,"Οδός αποκλειστικής κυκλοφορίας φορτηγών οχημάτων.",0,"SA-117-3"
118,1,"Απαγορεύεται η στάθμευση μηχανοκινήτων και ζωηλάτων οχημάτων.",0,"SA-118-1"
118,2,"Απαγορεύεται η είσοδος σε μηχανοκίνητα και ζωήλατα οχήματα.",1,"SA-118-2"
118,3,"Απαγορεύεται η είσοδος επιβατηγών αυτοκινήτων, ζωηλάτων οχημάτων και μοτοσυκλετών.",0,"SA-118-3"
119,1,"Λιμάνι.",0,"SA-119-1"
119,2,"Λιμενικός σταθμός εμπορικών οχηματαγωγών πλοίων.",1,"SA-119-2"
119,3,"Ναύσταθμος.",0,"SA-119-3"
120,1,"Την πορεία που πρέπει να ακολουθήσετε υποχρεωτικά για να στρίψετε αριστερά στην επόμενη διασταύρωση όπου απαγορεύεται η στροφή αριστερά.",1,"SA-120-1"
120,2,"Την πορεία που πρέπει να ακολουθήσετε υποχρεωτικά για να αποφύγετε εμπόδια εμπρός σας.",0,"SA-120-2"
120,3,"Αδιέξοδη οδό εμπρός.",0,"SA-120-3"
121,1,"Ξενοδοχείο ή Μοτέλ.",1,"SA-131-2"
121,2,"Πρώτων Βοηθειών",0,"SA-121-2"
121,3,"Νοσοκομείο.",0,"SA-102-3"
122,1,"Λεωφορεία ή τρόλεϊ.",1,"SA-122-1"
122,2,"Όλα τα οχήματα.",0,"SA-122-2"
122,3,"Ταξί και λεωφορεία ή τρόλεϊ.",0,"SA-122-3"
123,1,"Επικίνδυνα ερείσματα και στις δύο πλευρές.",0,"SA-123-1"
123,2,"Επικίνδυνη στένωση και από τις δύο πλευρές.",1,"SA-123-2"
123,3,"Πρέπει να κινείσθε μόνο στο μέσον του δρόμου.",0,"SA-123-3"
124,1,"Κίνδυνος λόγω εκτελουμένων εργασιών στην οδό.",1,"SA-124-1"
124,2,"Έξοδος εργοταξίου.",0,"SA-124-2"
124,3,"Δρόμος κλειστός λόγω κατολισθήσεων.",0,"SA-124-3"
125,1,"Διακλάδωση με λοξή οδό όπου ισχύει η προτεραιότητα από αριστερά.",0,"SA-125-1"
125,2,"Διακλάδωση με λοξή οδό αριστερά οι επί της οποίας κινούμενοι οφείλουν να παραχωρήσουν προτεραιότητα.",1,"SA-125-2"
125,3,"Απαγορεύεται η στροφή αριστερά.",0,"SA-128-3"
126,1,"Κλειστή οδός για όλα τα οχήματα και από τις δύο κατευθύνσεις.",0,"SA-56-1"
126,2,"Απαγορεύεται η είσοδος σε όλα τα οχήματα.",1,"SA-126-2"
126,3,"Υποχρεωτική διακοπή πορείας.",0,"SA-126-3"
127,1,"Τα οχήματα συνολικού ύψους που υπερβαίνει τα 3,5 m.",1,"SA-127-1"
127,2,"Τα οχήματα συνολικού μήκους που υπερβαίνει τα 3,5 m.",0,"SA-127-2"
127,3,"Τα οχήματα συνολικού μήκους που δεν υπερβαίνει τα 3,5 m.",0,"SA-127-3"
128,1,"Επικίνδυνη στροφή αριστερά.",0,"SA-128-1"
128,2,"Υποχρεωτική κατεύθυνση πορείας με στροφή αριστερά.",1,"SA-128-2"
128,3,"Απαγορεύεται η στροφή αριστερά.",0,"SA-128-3"
129,1,"Αποκλειστική διέλευση λεωφορείων ή τρόλεϊ.",0,"SA-129-1"
129,2,"Τέλος αποκλειστικής διελεύσεως λεωφορείων ή τρόλεϊ.",1,"SA-129-2"
129,3,"Απαγορεύεται η στάθμευση λεωφορείων ή τρόλεϊ.",0,"SA-129-3"
130,1,"Τη (Β).",0,"SA-130-1"
130,2,"Τη (Γ).",0,"SA-130-2"
130,3,"Την (Α).",1,"SA-130-3"
131,1,"Εστιατόριο.",1,"SA-140-1"
131,2,"Ξενοδοχείο ή Μοτέλ.",0,"SA-131-2"
131,3,"Πληροφορίες.",0,"SA-131-3"
132,1,"Ανώτατα όρια ταχυτήτων ανά λωρίδα κυκλοφορίας.",1,"SA-132-1"
132,2,"Ελάχιστα όρια ταχυτήτων ανά λωρίδα κυκλοφορίας.",0,"SA-132-2"
132,3,"Ανώτατη ταχύτητα 100 km/h.",0,"SA-132-3"
133,1,"Ότι όλα τα οχήματα πρέπει υποχρεωτικά να στρίψουν δεξιά.",0,"SA-133-1"
133,2,"Ότι μπορούν να συνεχίσουν την πορεία τους μόνο τα οχήματα που θα στρίψουν δεξιά.",1,"SA-133-2"
133,3,"Ότι όλα τα οχήματα πρέπει να σταματήσουν.",0,"SA-133-3"
134,1,"Η κυκλοφορία των μαθητών έχει προτεραιότητα.",0,"SA-134-1"
134,2,"Υποχρεωτική στάση πριν από την αμέσως επόμενη διάβαση.",0,"SA-134-2"
134,3,"Κίνδυνος λόγω συχνής κινήσεως παιδιών (σχολεία, γήπεδα κλπ.).",1,"SA-134-3"
135,1,"Συνιστώνται αλυσίδες ή ελαστικά χιονιού.",1,"SA-135-1"
135,2,"Κινείσθε σε ολισθηρό οδόστρωμα.",0,"SA-135-2"
136,1,"Απαγορεύεται η είσοδος σε μηχανοκίνητα οχήματα εκτός των διτρόχων μοτοσυκλετών.",1,"SA-71-1"
136,2,"Απαγορεύεται η είσοδος σε επιβατηγά αυτοκίνητα.",0,"SA-136-2"
136,3,"Οδός αποκλειστικής κυκλοφορίας επιβατηγών αυτοκινήτων.",0,"SA-136-3"
137,1,"Τα οχήματα ωφελίμου φορτίου δύο τόνων.",0,"SA-137-1"
137,2,"Τα οχήματα των οποίων το βάρος ανά άξονα υπερβαίνει τους δύο τόνους.",1,"SA-137-2"
137,3,"Τα οχήματα συνολικού βάρους μικρότερου από δύο τόνους.",0,"SA-137-3"
138,1,"Υποχρεωτική κατεύθυνση πορείας δεξιά.",0,"SA-138-1"
138,2,"Υποχρεωτική διέλευση μόνο από τη δεξιά πλευρά της νησίδας ή του εμποδίου.",1,"SA-138-2"
138,3,"Κατηφορικό τμήμα του δρόμου δεξιά.",0,"SA-138-3"
139,1,"Θα στρίψετε δεξιά.",1,"SA-139-1"
139,2,"Θα στρίψετε αριστερά.",0,"SA-139-2"
139,3,"θα συνεχίσετε την πορεία εμπρός.",0,"SA-139-3"
140,1,"Εστιατόριο.",0,"SA-140-1"
140,2,"Ξενοδοχείο ή Μοτέλ.",0,"SA-131-2"
140,3,"Αναψυκτήριο ή Καφενείο.",1,"SA-140-3"
141,1,"Ανώτατα όρια ταχυτήτων ανά λωρίδα κυκλοφορίας.",0,"SA-132-1"
141,2,"Ελάχιστα όρια ταχυτήτων ανά λωρίδα κυκλοφορίας.",1,"SA-132-2"
141,3,"Ελάχιστη ταχύτητα 60 km/h.",0,"SA-103-3"
142,1,"Προσαρμόζετε την ταχύτητα του οχήματος, λόγω της επικίνδυνης στενώσεως στη δεξιά πλευρά του οδοστρώματος.",1,"SA-142-1"
142,2,"Φροντίζετε να εξασφαλίσετε προτεραιότητα σε όλα τα οχήματα της δεξιάς λωρίδας.",0,"SA-142-2"
142,3,"Προσαρμόζετε την ταχύτητα του οχήματος, λόγω της επικίνδυνης στενώσεως στην αριστερή πλευρά του οδοστρώματος.",0,"SA-142-3"
143,1,"Συνεχίζετε την πορεία σας εντείνοντας την προσοχή σας, λόγω πιθανής πτώσεως βράχων στο οδόστρωμα.",1,"SA-143-1"
143,2,"Κινείσθε στο αριστερό μέρος του δρόμου, για να αποφύγετε την πτώση βράχων.",0,"SA-143-2"
143,3,"Επιταχύνετε για να απομακρυνθείτε από την επικίνδυνη περιοχή, λόγω ενδεχόμενης πτώσεως βράχων.",0,"SA-143-3"
144,1,"Διακλάδωση με λοξή οδό όπου ισχύει η προτεραιότητα από δεξιά.",0,"SA-144-1"
144,2,"Διακλάδωση με λοξή οδό δεξιά οι επί της οποίας κινούμενοι οφείλουν να παραχωρήσουν προτεραιότητα.",1,"SA-144-2"
144,3,"Υποχρεωτική στροφή δεξιά.",0,"SA-144-3"
145,1,"Για όλα τα οχήματα.",1,"SA-145-1"
145,2,"Μόνο για τα επιβατηγά οχήματα.",0,"SA-145-2"
145,3,"Μόνο για τα επιβατηγά οχήματα χωρίς ρυμουλκούμενο όχημα.",0,"SA-145-3"
146,1,"Υποχρεωτική κατεύθυνση πορείας αριστερά.",0,"SA-146-1"
146,2,"Υποχρεωτική διέλευση μόνο από την αριστερή πλευρά της νησίδας ή του εμποδίου.",1,"SA-146-2"
146,3,"Κατηφορικό τμήμα του δρόμου αριστερά.",0,"SA-146-3"
147,1,"Απαγορεύεται η διέλευση στα φορτηγά.",0,"SA-147-1"
147,2,"Απαγορεύεται η διέλευση στα ρυμουλκά οχήματα.",0,"SA-147-2"
147,3,"Απαγορεύεται η είσοδος στα οχήματα που μεταφέρουν επικίνδυνα υλικά.",1,"SA-147-3"
148,1,"Θα στρίψετε δεξιά.",0,"SA-139-1"
148,2,"Θα στρίψετε αριστερά.",0,"SA-139-2"
148,3,"Θα συνεχίσετε την πορεία εμπρός.",1,"SA-139-3"
149,1,"Απαγορεύεται η κοπή των δέντρων.",0,"SA-149-1"
149,2,"Θέση για παραμονή εκδρομέων.",1,"SA-149-2"
149,3,"Θέση για κατασκηνώσεις.",0,"SA-203-3"
150,1,"Μία.",0,"SA-150-1"
150,2,"Δύο.",1,"SA-150-2"
150,3,"Τρεις.",0,"SA-150-3"
151,1,"Διασταύρωση με κάθετη οδό όπου ισχύει η προτεραιότητα από αριστερά.",0,"SA-151-1"
151,2,"Διακλάδωση με κάθετη οδό αριστερά οι επί της οποίας κινούμενοι οφείλουν να παραχωρήσουν προτεραιότητα.",1,"SA-151-2"
151,3,"Υποχρεωτική στροφή αριστερά.",0,"SA-151-3"
152,1,"Τον τρόπο σταθμεύσεως του οχήματος.",0,"SA-152-1"
152,2,"Επικίνδυνο έρεισμα δεξιά.",1,"SA-152-2"
152,3,"Δεξιά από το οδόστρωμα υπάρχει αυλάκι με νερό.",0,"SA-152-3"
153,1,"Υποχρεωτική κατεύθυνση πορείας με στροφή προς τα δεξιά.",0,"SA-153-1"
153,2,"Απαγορεύεται η δεξιά στροφή.",1,"SA-73-3"
153,3,"Απαγορεύεται η αναστροφή (στροφή 180°).",0,"SA-153-3"
154,1,"Η κατεύθυνση α-β.",0,"SA-214-1"
154,2,"Η κατεύθυνση α-γ.",1,"SA-154-2"
154,3,"Καμιά κατεύθυνση.",0,"SA-154-3"
155,1,"Κατεύθυνση προς Αθήνα.",0,"SA-155-1"
155,2,"Κατεύθυνση προς το αεροδρόμιο της Αθήνας.",1,"SA-155-2"
155,3,"Υποχρεωτική κατεύθυνση δεξιά.",0,"SA-155-3"
156,1,"Επιτρέπεται η ορειβασία.",0,"SA-156-1"
156,2,"Πεζόδρομος.",0,"SA-156-2"
156,3,"Σημείο ενάρξεως περιπάτου.",1,"SA-156-3"
157,1,"Μειώνετε την ταχύτητά σας.",0,"SA-157-1"
157,2,"Είστε έτοιμοι για φρενάρισμα.",0,"SA-157-2"
157,3,"Παραχωρείτε, στην αμέσως επόμενη διασταύρωση, προτεραιότητα στα οχήματα που έρχονται από δεξιά.",1,"SA-157-3"
158,1,"Παραχωρείτε την προτεραιότητα στα αυτοκίνητα που έρχονται αντίθετα.",0,"SA-158-1"
158,2,"Συνεχίζετε, διότι έχετε προτεραιότητα ως προς τα αυτοκίνητα που έρχονται αντίθετα.",1,"SA-158-2"
159,1,"Απαγορεύεται το προσπέρασμα μηχανοκινήτων οχημάτων πλην των διτρόχων μοτοσυκλετών χωρίς κάνιστρο για τα επόμενα 1.000 m.",1,"SA-159-1"
159,2,"Μετά από 1 km απαγορεύεται το προσπέρασμα μηχανοκινήτων οχημάτων πλην των διτρόχων μοτοσυκλετών χωρίς κάνιστρο.",0,"SA-159-2"
159,3,"Επιτρέπεται το προσπέρασμα μηχανοκινήτων οχημάτων πλην των διτρόχων μοτοσυκλετών χωρίς κάνιστρο σε μήκος 1 km.",0,"SA-159-3"
160,1,"Επικίνδυνη στροφή δεξιά.",0,"SA-160-1"
160,2,"Υποχρεωτική κατεύθυνση πορείας με στροφή δεξιά.",1,"SA-160-2"
160,3,"Απαγορεύεται η στροφή δεξιά.",0,"SA-160-3"
